household_idx,fid,cluster_id,persona_id,persona_name,persona_avg_fit_score,cluster_id_current,persona_id_current,persona_name_current,mapping_source,is_validated,iteration,ER82017,ER82027,ER82150,ER82181,ER82182,ER82433,ER82800,ER82840,ER82856,ER82926,ER83010,ER83977,ER83978,ER84520,ER85079,ER85311,ER85533,ER85629,ER85666,ER85690,ER85692,ER85701,ER85747,ER85768,ER85780,ER82500,ER82501
523,356,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,5,1,1,3820,9470,1,3,5,5,5,5,5,1,1,2,1,101000,102800,5800,53000,218000,20374.0,13520.0,49394.0,16,3500,7970
524,24,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,3400,8190,1,3,5,5,1,5,5,1,2,2,1,111380,114630,3475,66925,66925,22000.0,12110.0,48095.57,15,9999,6970
525,1299,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,1,1,4610,8170,1,4,1,1,1,5,5,5,1,2,1,70020,80820,0,134000,134000,14579.08,0.0,50079.08,10,4600,8170
526,289,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,1,3,1,740,6990,1,2,5,5,1,5,5,5,2,1,1,89000,89000,0,49000,49000,19135.91,1380.0,55707.41,17,0,0
527,324,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,700,7390,1,5,5,5,1,5,5,5,1,1,1,84424,84424,0,17001,17001,24120.0,1624.8,55332.79,16,5240,8170
528,285,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,7210,4560,1,4,5,5,1,5,5,5,2,2,1,109137,109137,10000,6100,386100,12284.58,9500.0,53704.58,99,0,0
529,212,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,1,2,1,430,8770,1,3,5,5,1,5,5,5,3,2,1,96500,96500,32000,1030500,1355500,20820.0,4600.0,52630.0,17,0,0
530,1074,18,18,The Educated but Debt-Laden Professional,0.7375000000000002,18,18,The Educated but Debt-Laden Professional,current_validated,True,10,2,2,1,3050,5070,1,3,5,5,1,5,1,5,3,2,1,126020,129320,75000,-3000,167000,31350.0,3508.0,55797.29,17,0,0
531,1001,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,4,3,1,1460,590,1,5,5,5,1,5,5,5,4,2,1,184002,184002,0,32000,118000,34020.0,4400.0,66439.79,17,3050,5080
532,148,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,3,1,8030,3070,1,2,5,5,1,5,5,5,3,1,1,142200,142200,0,46880,136880,22040.0,4000.0,59028.49,14,2320,7860
533,654,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,2550,7070,1,4,5,5,1,5,5,5,4,1,1,149000,149000,10000,22000,22000,28840.0,4145.01,60945.01,17,3255,8190
534,1268,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,3740,9470,1,2,5,5,1,5,5,5,2,1,1,175000,176000,2000,26000,197283,31600.0,1250.0,58800.0,16,4600,7860
535,845,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,4,1,160,3095,1,2,5,5,1,1,1,5,4,2,1,145360,145360,0,51000,111000,34098.0,9600.0,70048.0,14,4720,8560
536,1209,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,10,6870,1,1,5,5,1,5,1,1,2,2,1,151900,151900,1600,-4700,135300,22170.0,7680.0,63472.16,16,3655,8190
537,302,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,initial,False,10,2,2,1,2100,7270,1,4,5,5,1,5,5,5,3,1,1,103200,162800,6000,666000,1391000,49790.0,400.0,70457.25,17,2340,7890
538,309,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,2830,6480,1,2,5,5,1,5,1,5,3,1,1,142200,142200,600,48900,48900,25697.33,2660.0,60840.47,17,4200,9290
539,169,26,26,Struggling Middle-Class Stabilizer,0.6583333333333333,26,26,Struggling Middle-Class Stabilizer,current_validated,True,10,4,1,1,1105,8190,1,2,5,5,1,5,5,5,4,1,5,133000,133000,0,6000,136000,33463.32,870.31,65420.58,13,3300,7460
540,32,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,4220,7860,1,2,5,5,1,5,1,5,2,2,1,140000,140000,0,1600,301600,38300.0,7556.0,65808.84,12,5000,9390
541,442,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,9130,6170,1,3,5,5,1,1,1,5,2,2,1,155000,156170,0,-83500,51500,20592.0,3250.0,58826.84,14,5940,6990
542,403,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,4,3,1,4840,7190,1,3,5,5,1,5,5,5,3,2,1,145002,157302,0,11200,11200,28100.0,700.0,49320.0,13,0,0
543,676,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,2,2,1,100,5790,1,2,5,5,1,5,5,5,2,1,1,150000,150000,25000,-23000,67000,20180.0,750.0,50380.0,12,5700,8190
544,646,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,120,6680,1,2,5,5,1,5,1,5,2,1,1,153000,153000,20000,-26500,143500,25012.0,750.0,59174.78,16,4320,8980
545,345,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,1105,7080,1,2,5,5,1,5,1,5,2,1,1,169580,169580,0,69100,264464,15956.0,3118.0,55374.0,15,1060,7590
546,976,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,2,1,100,7290,1,1,5,5,1,5,1,5,3,1,1,208625,216720,5000,483500,812523,32320.0,5423.88,67393.88,12,2540,7860
547,1048,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,1,3,1,1360,7290,1,5,5,5,1,5,5,5,4,1,1,173500,205500,0,173000,273000,35440.0,350.0,59938.54,16,0,0
548,1307,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,2850,7870,1,2,5,5,1,5,5,5,1,1,1,135200,135200,0,46000,129000,41220.0,2208.0,58312.93,17,1650,9570
549,284,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,7630,770,1,1,5,5,5,5,5,5,3,2,1,133000,145000,0,418000,488000,43620.0,500.0,52420.0,12,7610,7690
550,233,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,7330,2370,1,2,5,5,1,5,5,5,3,2,1,132000,132000,0,80000,133640,17696.0,3720.0,49060.0,12,7700,1280
551,260,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,2,3,1,1007,9570,1,3,5,5,5,5,5,5,2,2,1,205500,205500,20000,215000,279000,22624.0,2300.0,55924.0,16,420,8370
552,372,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,4,1,140,2880,1,5,5,5,1,5,5,5,4,2,1,164000,164000,0,636000,786000,18596.0,4720.0,48276.0,17,3700,9470
553,262,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,1,1,565,9470,1,2,5,5,1,5,5,5,3,1,1,132069,205833,0,1017000,1101710,37743.0,2435.0,67937.46,16,0,0
554,139,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,6,3,1,3060,8190,1,2,5,5,1,5,5,5,3,2,1,240031,240031,2234,494097,1194097,21026.0,4616.0,57066.0,17,0,0
555,315,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,1,1,9800,9770,1,2,5,5,1,5,5,5,3,2,1,315006,315006,20000,35000,335000,21360.0,5000.0,70005.64,15,6420,770
556,559,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,3,1,220,770,1,3,5,5,1,5,5,5,2,2,1,140200,140200,1500,63500,189500,16020.0,7480.0,69804.0,12,630,7580
557,887,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,1,2,1,740,3580,1,3,5,5,1,5,5,5,4,1,1,128500,146500,26000,39000,100000,23900.0,9200.0,67352.0,16,0,0
558,949,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,3,1,1,940,9380,1,3,5,5,1,5,1,5,1,2,1,294006,294006,0,125000,125000,13664.69,8700.0,51201.08,16,840,3590
559,679,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,3730,9470,1,2,5,5,1,5,5,5,2,2,1,140072,140072,0,821000,928000,24300.0,6300.0,50060.0,14,0,0
560,586,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,3,2,1,100,8570,1,3,5,5,5,1,5,5,3,2,1,131080,227455,200,1017060,1267060,40644.0,1300.0,69894.0,16,3645,7970
561,1249,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,6200,770,1,3,5,5,1,5,1,5,2,2,5,125000,185000,16000,-16000,134000,20400.0,4200.0,50700.0,14,4600,7860
562,954,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,3,2,1,350,8190,1,3,5,5,1,5,5,5,3,1,1,135100,152100,0,920000,1170000,29080.0,6100.0,64180.0,16,0,0
563,1294,2,2,Stable Middle-Class Caregivers,0.7118905472636812,22,22,Stable but Stretched Homeowners,initial,False,10,6,0,5,0,0,5,4,1,1,1,1,5,5,3,1,5,6000,146000,0,29000,769000,32000.0,622.0,60882.0,8,0,0
564,1161,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,5,1,1,5550,6370,1,3,5,5,1,1,5,5,2,1,1,142100,142100,3000,688000,1038000,17792.0,8960.0,70621.19,15,3255,8190
565,983,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,3,1,850,6970,1,2,5,5,1,5,5,5,2,1,1,276500,286500,0,270500,270500,42768.0,3200.0,65733.8,16,2710,6672
566,904,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,2,3,1,4810,6990,1,4,5,5,1,5,5,5,3,2,1,180200,183200,0,215000,465000,31400.0,6393.02,68217.58,17,0,0
567,896,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,2330,7860,1,1,5,5,1,5,5,5,3,1,1,157500,160380,9000,101000,646000,11320.0,3325.0,49930.35,17,2010,8190
568,990,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,1,2,1,1300,7290,1,2,5,5,1,5,5,5,2,1,1,162845,162845,0,820000,1021000,36948.0,4576.0,68649.0,17,0,0
569,612,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,1,3,1,2340,7890,1,3,5,5,1,5,5,5,4,1,1,50000,130000,0,1500,121500,16880.0,14000.0,52920.0,17,0,0
570,682,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,2,4,1020,7380,1,3,5,5,1,5,5,5,1,2,1,67000,140200,0,3758000,4183000,32580.0,5550.0,60970.0,17,2630,3980
571,319,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,3,910,6880,5,3,5,5,1,5,1,5,3,2,1,129900,132249,3000,-68500,131500,11750.0,7072.0,49964.39,17,230,7860
572,702,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,1,1,410,7070,1,1,5,5,1,5,5,5,2,2,1,175000,272600,0,20804000,21268000,42860.0,3872.0,59152.0,16,0,0
573,122,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,4760,4795,1,1,5,5,1,5,1,5,2,2,1,143000,158000,0,95000,95000,26500.0,3000.0,47984.0,16,1060,9480
574,17,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,2,9620,6570,1,2,5,5,1,5,5,5,3,2,1,127200,133700,0,92000,92000,32847.33,2193.02,62915.51,12,3540,9480
575,1413,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,430,9590,1,9,5,5,1,5,5,5,2,1,1,183250,230050,0,115000,406000,20540.0,10284.0,64216.79,17,5400,8190
576,1100,3,3,Balanced Stability Seeker,0.7175925925925926,3,3,Balanced Stability Seeker,current_validated,True,10,2,1,3,700,3570,5,2,5,5,5,5,1,5,1,1,1,155000,155000,25000,170000,355000,25800.0,14200.0,65339.41,16,20,7380
577,473,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,5,1,1,3720,9470,1,2,5,5,1,1,5,5,2,1,1,191700,192900,0,165000,295000,14200.0,0.0,53758.0,16,2145,3470
578,603,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,1,1,4700,5170,1,1,5,5,1,5,1,5,2,2,1,165100,165100,17500,-11000,139000,12557.0,13784.0,65641.0,16,4700,5790
579,574,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,140,2190,1,4,5,5,1,1,5,5,2,2,1,177030,177030,0,140000,840000,13556.0,5300.0,65478.57,16,4700,5690
580,428,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,1020,3960,1,3,5,5,1,5,5,5,3,2,1,191000,191000,0,20000,1020000,11900.0,2640.0,48750.02,17,0,0
581,396,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,6,2,1,50,3570,1,3,5,5,1,1,5,5,1,1,1,192257,192257,0,213675,493675,31907.0,9000.0,69691.0,17,0,0
582,219,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,2,1,1020,7380,1,4,5,5,1,5,5,5,3,1,1,231500,231500,0,2845000,3370000,34440.0,4300.0,62840.0,17,0,0
583,221,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,20,7590,1,3,5,5,1,5,5,5,3,2,1,152000,158960,10000,21000,21000,27660.0,200.0,52560.0,12,230,7870
584,68,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,1,1,7700,1990,1,2,5,5,1,5,1,5,2,2,1,121100,135500,500,14300,414300,24052.26,1102.59,57169.14,12,800,3390
585,81,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,9820,9680,1,3,5,5,5,5,1,5,2,1,1,160000,160000,1000,89000,589000,26094.91,4680.0,56594.91,14,230,7860
586,195,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,9130,6170,1,3,5,5,1,5,5,5,2,1,1,185000,185000,8000,7000,7000,15348.0,0.0,59648.0,12,0,0
587,130,4,4,Stable High-Net-Worth Professional,0.8086956521739131,4,4,Stable High-Net-Worth Professional,current_validated,True,10,2,1,4,0,0,5,2,5,5,1,5,5,5,2,2,5,366,146359,0,2125000,2775000,22852.9,7100.0,52295.29,16,0,0
588,52,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,5,2,1,3060,8190,1,3,5,5,1,5,5,5,1,1,1,346600,346600,0,295000,870000,18540.0,4666.87,62939.93,17,0,0
589,220,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,9999,9999,1,3,5,5,1,5,1,5,1,2,5,201200,201200,0,39959,129959,29269.7,2912.0,58838.6,16,3255,8190
590,723,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,1560,7290,1,4,5,5,1,5,1,5,1,1,1,138000,138000,0,166000,501000,12368.0,14000.0,48700.51,17,3230,7860
591,351,2,2,Stable Middle-Class Caregivers,0.7118905472636812,20,20,Time-Pressed Single with Moderate Means,initial,False,10,2,1,4,0,0,5,2,5,5,1,5,5,5,2,2,5,235,171235,0,395000,848000,28736.0,4800.0,54931.0,17,0,0
592,753,12,12,Asset-Rich but Cash-Flow Constrained Retiree,0.7975000000000001,12,12,Asset-Rich but Cash-Flow Constrained Retiree,current_validated,True,10,2,3,1,4250,8590,1,3,5,5,1,5,5,5,4,1,1,134350,134350,0,1250200,1805700,22842.0,1580.0,61154.59,14,2145,7270
593,809,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,4,2,1,1020,4690,1,3,5,5,1,1,5,5,3,2,1,439064,458111,0,1087000,1487000,20972.0,6116.0,67227.18,17,230,7870
594,802,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,9120,6180,1,2,5,5,1,5,5,5,3,1,1,139900,159700,0,405000,650000,18047.0,13440.0,65763.0,16,410,7070
595,762,0,0,Stable Middle-Class Family Anchors,0.6937378640776699,0,0,Stable Middle-Class Family Anchors,current_validated,True,10,1,2,1,1220,8660,1,4,5,5,1,5,5,5,2,1,1,275550,275550,0,1425000,1425000,15800.0,200.0,66442.22,16,0,0
596,1353,21,21,Debt-Burdened Middle-Aged Worker,0.6977272727272726,21,21,Debt-Burdened Middle-Aged Worker,current_validated,True,10,2,2,1,3800,9470,1,1,5,5,1,5,5,5,2,2,1,82803,82803,24300,-5431,-5431,23760.0,1080.0,39680.0,12,120,6870
597,310,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,7,2,1,9620,6390,1,2,1,5,1,5,5,5,2,2,1,99500,99500,0,60000,188000,15960.0,3926.0,36346.0,12,910,7870
598,297,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,4,2,1,9140,6190,1,3,5,5,1,1,1,1,2,2,1,82510,83552,1000,-222500,377500,11550.0,1650.0,36350.0,16,1006,7890
599,733,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,2320,7860,1,2,5,5,1,5,1,5,3,2,1,71145,71145,1500,-129600,141400,15016.0,1424.0,43734.09,17,0,0
600,85,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,7220,6290,1,1,5,5,1,5,5,5,2,2,1,90423,90423,0,22200,22200,23089.43,0.0,45678.12,13,5240,6690
601,1324,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,1,2,1,3255,8190,1,2,5,5,1,5,5,5,2,2,1,90025,90025,0,342000,560900,14120.0,1800.0,38760.0,12,0,0
602,841,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,4,1,9130,6380,1,3,5,5,5,5,5,5,4,2,1,76250,105050,10000,-13500,-13500,19716.0,3533.86,35435.44,12,3600,8270
603,277,22,22,Stable but Stretched Homeowners,0.7611111111111112,22,22,Stable but Stretched Homeowners,current_validated,True,10,2,2,1,800,7280,1,2,5,5,1,5,5,5,2,1,1,42194,110238,0,271250,454723,29843.0,1514.0,42439.0,16,0,0
604,168,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,1,1,7315,770,1,2,5,5,5,5,5,5,2,1,1,78480,78480,0,15000,48000,16856.0,3012.22,31428.22,12,5400,7980
605,727,2,2,Stable Middle-Class Caregivers,0.7118905472636812,25,25,Stable Yet Stretched Single Professional,initial,False,10,4,1,1,430,6690,1,1,5,5,5,1,1,5,1,1,1,102000,117120,0,1134000,1178000,23256.0,1966.15,41000.63,12,5240,6880
606,777,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,3,1,4400,8590,1,2,5,5,1,1,5,5,2,1,1,90000,90000,6430,9070,90070,14527.16,4100.0,44112.16,12,5300,8660
607,854,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,230,7860,1,3,5,5,1,5,1,5,2,2,1,85100,85100,18000,-77500,-32500,17386.0,975.0,39828.54,17,0,0
608,991,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,2,1,9600,4470,1,1,5,5,1,5,5,5,2,2,1,37600,80480,0,47000,63400,14340.0,824.0,46219.5,12,0,0
609,14,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,2,3,1,5000,7270,1,3,5,5,1,5,5,5,3,2,1,114150,114150,12000,-7100,-7100,22600.0,0.0,43280.0,16,5700,7590
610,951,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,2100,7270,1,1,5,5,5,1,1,1,2,1,1,97000,97000,6000,-30000,23414,17140.0,6100.0,41590.0,17,4600,9290
611,884,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,5700,8560,1,5,5,5,1,5,5,5,2,2,1,88000,98800,9000,81000,308000,18280.0,700.0,45340.0,14,0,0
612,1344,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,8220,3365,1,2,5,5,1,5,1,1,3,1,1,115700,115700,10000,-35500,314500,11241.0,1998.0,37951.88,12,5700,9470
613,185,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,3,1,5420,6870,1,2,5,5,1,5,5,5,3,2,1,80750,80750,0,141000,490000,11352.0,926.0,36940.0,17,5330,6880
614,311,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,2,4700,5690,1,2,5,5,1,5,5,5,3,2,1,125000,125000,0,0,180000,17784.0,0.0,36584.0,17,3255,8190
615,364,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,1,1,1107,7380,1,3,5,5,1,5,5,5,1,1,1,118300,118300,0,0,669000,20534.0,0.0,38159.0,17,0,0
616,336,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,1,2,1,850,6870,1,3,5,5,5,5,5,5,1,1,1,100000,100000,0,20000,313000,22020.0,740.0,31810.0,16,0,0
617,730,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,4,4,7330,8780,1,2,5,5,1,5,5,5,4,2,1,21120,73420,0,235000,435000,15444.0,6585.0,38629.0,13,0,0
618,556,8,8,Stable Yet Strained Middle-Class Worker,0.713888888888889,8,8,Stable Yet Strained Middle-Class Worker,current_validated,True,10,4,2,1,2025,9170,1,3,5,5,5,5,1,5,3,1,1,83000,83000,0,-8000,127000,21852.0,7450.0,45013.05,17,3245,8080
619,288,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,1,2,1,2100,6970,1,3,5,5,1,5,5,5,2,2,1,128525,128525,0,363000,912000,28384.0,520.0,41604.0,17,0,0
620,176,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,8965,5690,1,3,5,5,1,1,1,5,2,1,1,115271,115271,0,-2000,-2000,11896.44,6058.54,35770.72,12,9999,9999
621,948,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,1,3,2,9130,6380,1,3,5,5,1,5,5,5,2,2,1,90300,102300,9000,456800,738800,30940.0,250.0,46080.0,16,0,0
622,617,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,3230,7860,1,3,5,5,1,5,5,5,3,1,1,85000,85000,0,0,130000,14680.0,2600.0,42456.75,17,0,0
623,1331,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,1,2,1,800,6970,1,2,5,5,1,5,5,5,3,1,1,107500,107500,0,100000,726000,34760.0,5622.0,45047.0,16,0,0
624,1285,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,3,2,1,9130,6170,1,2,5,5,1,5,5,5,1,2,1,98200,98200,10000,-4500,-4500,22055.33,2101.62,45489.98,12,4760,4795
625,505,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,3,2,1,9150,2670,1,2,5,5,1,5,1,5,3,1,1,106000,106000,0,60000,160000,10250.0,2050.0,44900.0,12,5000,9470
626,1070,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,1,3,1,5510,5380,1,4,5,5,1,1,5,5,2,2,1,62250,117830,0,31000,156000,11740.0,1794.0,43334.0,12,0,0
627,971,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,2,1,410,7070,1,3,5,5,1,5,1,5,3,2,1,80940,82673,3000,-196000,-196000,16620.0,2222.0,40698.0,11,2630,3895
628,1055,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,3,600,770,5,2,5,5,1,5,5,5,3,2,1,73575,73575,0,50500,400500,24064.0,0.0,31516.0,16,0,0
